,Cate,Cols,Id,Len,Name,Time
404,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 boro-block-lot', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 condo section', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 address', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 neighborhood', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 building classification', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 total units', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 year built', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 gross sqft', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 estimated gross income', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 gross income per sqft', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 estimated expense', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 expense per sqft', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 net operating income', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 full market value', 'brooklyn â\x80\x93 condominiums comparable properties â\x80\x93 market value per sqft', 'comparable rental â\x80\x93 1 â\x80\x93 boro-block-lot', 'comparable rental â\x80\x93 1 â\x80\x93 address', 'comparable rental â\x80\x93 1 â\x80\x93 neighborhood', 'comparable rental â\x80\x93 1 â\x80\x93 building classification', 'comparable rental â\x80\x93 1 â\x80\x93 total units', 'comparable rental â\x80\x93 1 â\x80\x93 year built', 'comparable rental â\x80\x93 1 â\x80\x93 gross sqft', 'comparable rental â\x80\x93 1 â\x80\x93 estimated gross income', 'comparable rental â\x80\x93 1 â\x80\x93 gross income per sqft', 'comparable rental â\x80\x93 1 â\x80\x93 estimated expense', 'comparable rental â\x80\x93 1 â\x80\x93 expense per sqft', 'comparable rental â\x80\x93 1 â\x80\x93 net operating income', 'comparable rental â\x80\x93 1 â\x80\x93 full market value', 'comparable rental â\x80\x93 1 â\x80\x93 market value per sqft', 'comparable rental â\x80\x93 1 â\x80\x93 distance from condo in miles', 'comparable rental â\x80\x93 2 â\x80\x93 boro-block-lot', 'comparable rental â\x80\x93 2 â\x80\x93 address', 'comparable rental â\x80\x93 2 â\x80\x93 neighborhood', 'comparable rental â\x80\x93 2 â\x80\x93 building classification', 'comparable rental â\x80\x93 2 â\x80\x93 total units', 'comparable rental â\x80\x93 2 â\x80\x93 year built', 'comparable rental â\x80\x93 2 â\x80\x93 gross sqft', 'comparable rental â\x80\x93 2 â\x80\x93 estimated gross income', 'comparable rental â\x80\x93 2 â\x80\x93 gross income per sqft', 'comparable rental â\x80\x93 2 â\x80\x93 estimated expense', 'comparable rental â\x80\x93 2 â\x80\x93 expense per sqft', 'comparable rental â\x80\x93 2 â\x80\x93 net operating income', 'comparable rental â\x80\x93 2 â\x80\x93 full market value', 'comparable rental â\x80\x93 2 â\x80\x93 market value per sqft', 'comparable rental â\x80\x93 2 â\x80\x93 distance from condo in miles', 'comparable rental â\x80\x93 3 â\x80\x93 boro-block-lot', 'comparable rental â\x80\x93 3 â\x80\x93 address', 'comparable rental â\x80\x93 3 â\x80\x93 neighborhood', 'comparable rental â\x80\x93 3 â\x80\x93 building classification', 'comparable rental â\x80\x93 3 â\x80\x93 total units', 'comparable rental â\x80\x93 3 â\x80\x93 year built', 'comparable rental â\x80\x93 3 â\x80\x93 gross sqft', 'comparable rental â\x80\x93 3 â\x80\x93 estimated gross income', 'comparable rental â\x80\x93 3 â\x80\x93 gross income per sqft', 'comparable rental â\x80\x93 3 â\x80\x93 estimated expense', 'comparable rental â\x80\x93 3 â\x80\x93 expense per sqft', 'comparable rental â\x80\x93 3 â\x80\x93 net operating income', 'comparable rental â\x80\x93 3 â\x80\x93 full market value', 'comparable rental â\x80\x93 3 â\x80\x93 market value per sqft', 'comparable rental â\x80\x93 3 â\x80\x93 distance from condo in miles']",bss9-579f,717.0,dof: condominium comparable rental income – brooklyn – fy 2011/2012,1317240109.0
405,Recreation,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'studio name', 'postcode', 'phone', 'fax', 'website', 'email', 'location 1', 'number and street address', 'borough', 'latitude', 'longitude', 'community board', 'community council ', 'census tract', 'bin', 'bbl', 'nta']",bvna-6j7v,25.0,production office space,1318106622.0
406,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'service_taxonomy_id', 'service_id', 'taxonomy_id']",bwhw-9jek,22806.0,verified locations for nyc city-funded social service contracts fy2018 (service taxomony),1522084792.0
407,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'ccrb to close substantiated cases measured from date of report', '2005', '2006', '2007', '2008', '2009']",bws2-q2sb,1.0,ccrb: average days for the ccrb to close substantiated cases measured from date of report 2005 - 2009,1316113773.0
408,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'program', 'prgdesc', 'code', 'interest', 'method', 'eng', 'math', 'soc', 'sci', 'stm', 'ela', 'aud', 'seat_gr09', 'app_gr09', 'seat_gr10', 'app_gr10', 'req1', 'req2', 'req3', 'req4', 'req5']",by6m-6zpb,744.0,2014 - 2015 doe high school programs,1414616925.0
409,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'solicitation number', 'due date', 'department', 'services', 'not-to-exceed award amount per contract', 'number of contract (s)', 'assigned contract negotiator ', 'assigned contract negotiator email', 'data as of date']",bzjf-rmtp,9.0,current rfp,1422479111.0
410,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'queens south', '2005', '2006', '2007', '2008', '2009', 'total']",c2v8-zzjq,14.0,ccrb: assignment of officers against whom allegations were substantiated - patrol borough queens south 2005 - 2009,1315945905.0
411,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'last name', 'first name', 'age', 'death date', 'place of death']",c39u-es35,70411.0,doc hart island burial records,1404750737.0
412,Environment,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'indicator_data_id', 'indicator_id', 'name', 'measure', 'geo_type_name', 'geo_entity_id', 'geo_entity_name', 'year_description', 'data_valuemessage']",c3uy-2p5r,2769.0,air quality,1414112027.0
413,Business,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta']",c3v8-5x25,71284.0,.nyc domain registrations,1436814528.0
414,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn ', 'site id', 'site name', 'year', 'total pre-k enrollment (half day & full day)', '#female', '%female', '#male', '%male', '#asian', '%asian', '#black', '%black', '#hispanic', '%hispanic', '#other', '%other', '#white', '%white ']",c3ya-2ywy,1860.0,2015-16 demographic data - pre- kindergarten,1502212793.0
415,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'region', 'supervision caseload type', 'month', 'year', 'supervision caseload count']",c49b-3kmd,119.0,dop juvenile case count by type,1479743299.0
416,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'age', '2005 number', '2005 percent of subtotal', '2006 number', '2006 percent of subtotal', '2007 number', '2007 percent of subtotal', '2008 number', '2008 percent of subtotal', '2009 number', '2009 percent of subtotal', '5-year total number', '5-year total percent of subtotal', 'new york city population']",c4pu-cif5,10.0,ccrb: age of alleged victims compared to new york city demographics 2005 - 2009,1315849450.0
417,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'brooklyn south', '2005', '2006', '2007', '2008', '2009', 'total']",c5mf-k73g,18.0,ccrb: attribution of complaints to patrol borough brooklyn south 2005 - 2009,1315948811.0
418,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level 1 #', 'level 1 %', 'level 2 #', 'level 2 %', 'level 3 #', 'level 3 %', 'level 4 #', 'level 4 %', 'level 3+4 #', 'level 3+4 %']",c5sh-m8tb,84.0,2006-2011 nys math test results by grade - citywide - by gender,1317851400.0
419,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'contract_id', 'organization_id', 'agency_id', 'agency_name', 'service_id', 'contract_amount', 'contract_end', 'contract_start', 'contract_number', 'fiscal_year']",c5up-ki6j,3169.0,verified locations for nyc city-funded social service contracts fy2018 (contract),1521218669.0
420,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level 1 #', 'level 1 %', 'level 2 #', 'level 2 %', 'level 3 #', 'level 3 %', 'level 4 #', 'level 4 %', 'level 3+4 #', 'level 3+4 %']",c72z-kzbi,58385.0,2006 - 2011 english language arts (ela) test results by grade- school level - by gender,1317848832.0
421,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'region', 'month', 'year', 'rate']",c87b-2j3i,23.0,dop juvenile rearrest rate (monthly average),1470160357.0
422,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'sector_name', 'sector_desc', 'fiscal_qtr', 'rel_week', 'title', 'totalcost']",caav-grv8,21380.0,"administrative code 18-144 park maintenance report payroll data, fiscal year 2017",1491230048.0
423,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'type of force allegation', '2005 number', '2005 percent of total', '2006 number', '2006 percent of total', '2007 number', '2007 percent of total', '2008 number', '2008 percent of total', '2009 number', '2009 percent of total']",ccab-jb4k,18.0,distribution of force allegations 2005 - 2009,1317255670.0
424,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'department name', 'phone number', 'address', 'comments', 'postcode', 'borough', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta']",cete-9g3v,9.0,directory of dhs contacts,1359584772.0
425,NYC BigApps,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'bble', 'bbl', 'borough', 'building name', 'street address', 'certification class', '# of carriers', 'coax/cable connections', 'fiber connection', 'satellite/fixed wireless connection', 'fiber distribution', '# isps', 'multiple points of entry', 'designated telecom utility space', 'additional telecom space', 'riser space for current providers', 'riser space for additional providers', 'diverse riser locations', 'signed poes', 'agreements', 'new service providers', 'isps', 'latitude', 'longitude', 'community board', 'council district ', 'census tract', 'bin', 'postcode', 'nta']",cfzn-4iza,206.0,wirednyc – participating buildings,1402671522.0
426,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'district', 'school', 'principal', '2008-09 school support organization', 'progress report type', 'school level*', 'peer index*', 'overall grade', 'overall score', 'environment category score', 'environment grade', 'performance category score', 'performance grade', 'progress category score', 'progress grade', 'additional credit', '2007-08 progress report grade', 'most recent quality review score', '2008-09 state accountability status']",cgz5-877h,1686.0,2008 - 2009 school progress reports - all schools,1317932661.0
427,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'program type', 'program', 'site name', 'borough / community', 'agency', 'contact number', 'grade level / age group ', 'location 1', 'postcode', 'latitude', 'longitude', 'community board', 'community council ', 'census tract', 'bin', 'bbl', 'nta']",chv4-k4fa,464.0,dycd after-school programs: neighborhood development area (nda) family support,1315342301.0
428,Business,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'vendor_formal_name', 'vendor_dba', 'contact_name', 'telephone', 'fax', 'email', 'certification', 'cert_renewal_date', 'ethnicity', 'address1', 'address2', 'city', 'state', 'zip', 'mailingaddress1', 'mailingaddress2', 'mailingcity', 'mailingstate', 'mailingzip', 'website', 'date_of_establishment', 'aggregate_bonding_limit', 'signatory_to_union_contracts', 'business_description', 'goods_materials_suplier', 'types_of_construction_projects', 'job_exp1_name_of_client', 'job_exp1_value_of_contract', 'job_exp1_percent_self_performed', 'dateofjob1', 'experience1', 'job_exp2_name_of_client', 'job_exp2_value_of_contract', 'job_exp2_percent_self_performed', 'dateofjob2', 'experience2', 'job_exp3_name_of_client', 'job_exp3_value_of_contract', 'job_exp3_percent_self_performed', 'dateofjob3', 'experience3', 'job_exp4_name_of_client', 'job_exp4_value_of_contract', 'job_exp4_percent_self_performed', 'dateofjob4', 'experience4']",ci93-uc8s,6276.0,"m/wbe, lbe, and ebe certified business list",1434034867.0
429,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'year', 'white', 'black', 'latino', 'asain', 'other', 'unknown']",cj5g-iwxb,3.0,race of officers against whom allegations were substantiated,1361828552.0
