	Cols	Id	Name	Len	Time	Cate
794	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, building address, borough, measurement, -, _, (fy 2009) 7/1/2008, aug-08, sep-08, oct-08, nov-08, dec-08, jan-09, feb-09, mar-09, apr-09, may-09, jun-09, (fy 2010)7/1/2009, aug-09, sep-09, oct-09, nov-09, dec-09, jan-10, feb-10, mar-10, apr-10, may-10, jun-10, (fy 2011)7/1/2010, aug-10, sep-10, oct-10, nov-10, dec-10, jan-11, feb-11, mar-11, apr-11, may-11, jun-11, (fy 2012)7/1/2011, aug-11, sep-11, oct-11, nov-11, dec-11, jan-12, feb-12, mar-12, apr-12, may-12, jun-12, postcode, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	mq6n-s45c	energy usage from doe buildings	153	1346955502	Environment
795	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, date of occurrence, incident type, street, city, postcode, guide type, amount sent, borough, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	mqd6-mvf7	incident based distribution of readyny guides	192	1399309251	Public Safety
796	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, item number, product name, citystore exclusive, unit price, color, size, style, category name, description"	mqdy-gu73	city store - the official store of the city of new york	1799	1431007433	City Government
797	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, program type, program, site name, borough / community, agency, contact number, grade level / age group , location 1, number and street address, postcode, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	mrxb-9w9v	dycd after-school programs: nda youth employment programs	112	1314910843	Education
798	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, election, candid, candname, officecd, officeboro, officedist, canclass, primarypay, generalpay, runoffpay, totalpay"	ms66-xjfq	2003 campaign payments	104	1315951678	City Government
799	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, type of abuse of authority allegation, substantiated number, substantiated raterate, number exonerated, exoneration rate, unsubstaniated number, rate unsubstantiated, unfounded number, rate unfounded, number that were officer unidentified, rate (officer unidentified), miscellaneous number, miscellaneous rate"	mtfg-8ayp	ccrb: disposition of abuse of authority allegations 2005 - 2009	31	1317158033	Public Safety
800	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, grade, year, category, number tested, mean scale score, level 1 #, level 1 %, level 2 #, level 2 %, level 3 #, level 3 %, level 4 #, level 4 %, level 3+4 #, level 3+4 %"	mu2n-2qpd	2006 - 2011 nys math test results by grade - citywide - by disability status	84	1317851089	Education
801	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, grade level, program type, number of students, number of classes, average class size"	mumm-6t9n	2017 - 2018 november2017 avg class size city k8 - open data portal	35	1511881799	Education
802	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, year, white, black, latino, asain, other, unknown"	mvhn-ypfv	race of victims with substantiated allegations	3	1361828542	City Government
803	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, district, bldg\nlevel, bldg\ni.d., building name, bldg\nenroll, bldg adjusted capacity\n(historical), bldg over/under\n(historical), bldg utilization\n(historical), bldg capacity\n(target), bldg over/under\n(target), bldg utilization\n(target), org id, organization name, org\nenroll, org adjusted capacity (historical), org over/under\n(historical), org utilization\n(historical), org adjusted capacity\n(target), org over under\n(target), org utilization\n(target), no. of actual cluster rms used, no. of historical method cluster rms , no. of target \nmethod \ncluster rms, pre k cap, no. of \nspecial rms \nused, inclusionary"	my4g-bvvs	enrollment capacity and utilization reports district 1-32	2044	1366298354	Education
804	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, exempt code, sdea code, description, status, legal ref, comments, updated"	myn9-hwsy	exemption classification codes	175	1464115121	City Government
805	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, unique key, created date, closed date, agency, agency name, complaint type, descriptor, location type, incident zip, incident address, street name, cross street 1, cross street 2, intersection street 1, intersection street 2, address type, city, landmark, facility type, status, due date, resolution action updated date, community board, borough, x coordinate (state plane), y coordinate (state plane), park facility name, park borough, school name, school number, school region, school code, school phone number, school address, school city, school state, school zip, school not found, school or citywide complaint, vehicle type, taxi company borough, taxi pick up location, bridge highway name, bridge highway direction, road ramp, bridge highway segment, garage lot name, ferry direction, ferry terminal name, latitude, longitude, location"	myrj-umam	lead kit requests	31583	1423770924	Environment
806	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, category, year, total enrollment, #grade 9, #grade 10, #grade 11, #grade 12, #female, %female, #male, %male, #asian, %asian, #black, %black, #hispanic, %hispanic, #other, %other, #white, %white, #ell spanish, %ell spanish, #ell chinese, %ell chinese, #ell bengali, %ell bengali, #ell arabic, %ell arabic, #ell haitian creole, %ell haitian creole, #ell french, %ell french, #ell russian, %ell russian, #ell korean, %ell korean, #ell urdu, %ell urdu, #ell other, %ell other, ela #test takers, ela #level 1, ela %level 1, ela #level 2, ela %level 2, ela #level 3, ela %level 3, ela #level 4, ela %level 4, ela #l3+l4, ela %l3+l4, math #test takers, math #level 1, math %level 1, math #level 2, math %level 2, math #level 3, math %level 3, math #level 4, math %level 4, math #l3+l4, math %l3+l4"	myrx-addi	2017 diversity report 9-12 - school	2873	1511291050	Education
807	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, schoolname, number, street, unit, city, state, postcode, latitude, longitude, contact, telephone, email, web, languagesoffered, courseprice, examprice, date, time, location 1, borough, community board, council district, census tract, bin, bbl, nta"	mzrr-g56e	tlc driver education 24 hour course provider map	26	1482364897	Transportation
808	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, fiscal year (ending in june), filed violation count"	mzy5-smmw	dop juvenile violations of probation filed by fiscal year	60	1396887739	City Government
809	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, screen name, type, building address, location description, borough code, borough, postcode, latitude, longitude, community board, council district, census tract, bin, bbl, nta, location"	n246-cev5	times square screens	37	1318120931	Housing & Development
810	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, bronx condominium property boro-block-lot, bronx condominium property condo section, bronx condominium property address, borough, postcode, latitude, longitude, community board, council district, census tract, bin, bbl, nta, bronx condominium property neighborhood, bronx condominium property building classification, bronx condominium property total units, bronx condominium property year built, bronx condominium property gross sqft, bronx condominium property est. gross income, bronx condominium property gross income per sqft, bronx condominium property full market value, bronx condominium property market value per sqft,  comparable rental 1 boro-block-lot, comparable rental 1 address, comparable rental 1  neighborhood, comparable rental 1  building classification, comparable rental 1  total units, comparable rental 1  year built, comparable rental 1  gross sqft, comparable rental 1  est. gross income, comparable rental 1  gross income per sqft, comparable rental 1 full market value, comparable rental 1  market value per sqft, comparable rental 1  dist. from coop in miles, comparable rental 2  boro-block-lot, comparable rental 2  address, comparable rental 2  neighborhood, comparable rental 2  building classification, comparable rental 2  total units, comparable rental 2  year built, comparable rental 2  gross sqft, comparable rental 2  est. gross income, comparable rental 2  gross income per sqft, comparable rental 2  full market value, comparable rental 2  market value per sqft, comparable rental 2  dist. from coop in miles"	n2s5-fumm	dof: condominium comparable rental income ¨¹ bronx ¨¹ fy 2009/2010	54	1317307737	Housing & Development
811	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school_name, borough, building_code, phone_number, fax_number, grade_span_min, grade_span_max, expgrade_span_min, expgrade_span_max, bus, subway, primary_address_line_1, city, state_code, postcode, website, total_students, campus_name, school_type, overview_paragraph, program_highlights, language_classes, advancedplacement_courses, online_ap_courses, online_language_courses, extracurricular_activities, psal_sports_boys, psal_sports_girls, psal_sports_coed, school_sports, partner_cbo, partner_hospital, partner_highered, partner_cultural, partner_nonprofit, partner_corporate, partner_financial, partner_other, addtl_info1, addtl_info2, start_time, end_time, se_services, ell_programs, school_accessibility_description, number_programs, priority01, priority02, priority03, priority04, priority05, priority06, priority07, priority08, priority09, priority10, location 1, community board, council district, census tract, bin, bbl, nta"	n3p6-zve2	2014 - 2015 doe high school directory	435	1414615486	Education
812	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, school code, borough name, dob#, inspection category, inspection date, date requested, request status description"	n4tc-j6kh	inspections requested	2073	1439387130	Education
813	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, block, lot, parcel_name, parcel_address, juris, jurisdiction description, rpad, rpad_description, prop_front, prop_depth, prop_sqft, irreg, bld_front, bld_depth, bld_sqft, num_bld, floors, community board, council district, councilmember_name, pr_zone, ov_zone, sd_zone, bbl, waterfront, urban renewal site, agency, owned/leased, primary use text, final commitment text, agreement (lease-out), postcode, latitude, longitude, census tract, bin, nta"	n5mv-nfpy	ipis (integrated property information system)	15937	1311697588	Housing & Development
